image,active ankle_x,active ankle_y,active ankle_v,hip_x,hip_y,hip_v,knee_x,knee_y,knee_v,shoulder_x,shoulder_y,shoulder_v,standing ankle_x,standing ankle_y,standing ankle_v,wrist_x,wrist_y,wrist_v
WIN_20250602_11_04_50_Pro_aug_17.jpg,141.33334350585938,140.08888244628906,591.0,123.0666732788086,139.37777709960938,588.0,123.60000610351562,190.3407440185547,803.0,122.53334045410156,66.37036895751953,280.0,124.66667175292969,249.59999084472656,1053.0,136.93333435058594,127.52592468261719,538.0
WIN_20250602_11_04_50_Pro_aug_18.jpg,146.0,131.0,591.0,128.0,132.0,588.0,127.0,183.0,803.0,128.0,59.0,280.0,127.0,244.0,1053.0,141.0,120.0,538.0
WIN_20250602_11_04_50_Pro_aug_19.jpg,136.10533142089844,132.88095092773438,591.0,117.87332916259766,133.1158447265625,588.0,117.55272674560547,181.97332763671875,803.0,118.56303405761719,63.11311340332031,280.0,117.62586975097656,238.7618865966797,1053.0,131.921142578125,121.05130767822266,538.0
WIN_20250602_11_05_32_Pro_aug_0.jpg,136.5724639892578,114.8205337524414,521.0,117.66950988769531,110.00827026367188,499.0,120.04940795898438,174.2435302734375,760.0,116.24268341064453,52.888092041015625,267.0,120.4354476928711,244.703125,1046.0,135.55349731445312,103.76508331298828,476.0
WIN_20250602_11_05_32_Pro_aug_1.jpg,143.33334350585938,123.49629211425781,521.0,124.53334045410156,118.28147888183594,499.0,128.0,180.1481475830078,760.0,122.13333892822266,63.28888702392578,267.0,129.60000610351562,247.94073486328125,1046.0,142.1333465576172,112.82962799072266,476.0
WIN_20250602_11_05_32_Pro_aug_2.jpg,146.22132873535156,117.2618408203125,521.0,126.52410125732422,111.12911987304688,499.0,128.0669403076172,180.5852813720703,760.0,125.88495635986328,49.8367805480957,267.0,127.41378021240234,257.3501281738281,1046.0,145.31358337402344,105.39676666259766,476.0
WIN_20250602_11_05_32_Pro_aug_3.jpg,143.33334350585938,123.49629211425781,521.0,124.53334045410156,118.28147888183594,499.0,128.0,180.1481475830078,760.0,122.13333892822266,63.28888702392578,267.0,129.60000610351562,247.94073486328125,1046.0,142.1333465576172,112.82962799072266,476.0
WIN_20250602_11_05_32_Pro_aug_4.jpg,141.0,126.0,521.0,122.0,121.0,499.0,125.0,184.0,760.0,119.0,63.0,267.0,127.0,247.0,1046.0,140.0,115.0,476.0
WIN_20250602_11_05_32_Pro_aug_5.jpg,145.22169494628906,125.16917419433594,521.0,125.59293365478516,119.54561614990234,499.0,128.58224487304688,187.14276123046875,760.0,123.68339538574219,60.36997604370117,267.0,129.57595825195312,262.48388671875,1046.0,144.05255126953125,113.59978485107422,476.0
WIN_20250602_11_05_32_Pro_aug_6.jpg,143.22772216796875,119.26436614990234,521.0,124.73345184326172,112.7759017944336,499.0,127.04206085205078,177.08705139160156,760.0,123.35516357421875,55.649742126464844,267.0,127.39781951904297,247.4314422607422,1046.0,142.23416137695312,108.14149475097656,476.0
WIN_20250602_11_05_32_Pro_aug_7.jpg,143.60723876953125,122.97528839111328,521.0,124.6522216796875,118.59673309326172,499.0,127.10758209228516,178.97952270507812,760.0,123.1600112915039,64.89695739746094,267.0,127.57086181640625,245.2305908203125,1046.0,142.57379150390625,112.58760833740234,476.0
WIN_20250602_11_05_32_Pro_aug_8.jpg,143.33334350585938,123.49629211425781,521.0,124.53334045410156,118.28147888183594,499.0,128.0,180.1481475830078,760.0,122.13333892822266,63.28888702392578,267.0,129.60000610351562,247.94073486328125,1046.0,142.1333465576172,112.82962799072266,476.0
WIN_20250602_11_05_32_Pro_aug_9.jpg,143.33334350585938,123.49629211425781,521.0,124.53334045410156,118.28147888183594,499.0,128.0,180.1481475830078,760.0,122.13333892822266,63.28888702392578,267.0,129.60000610351562,247.94073486328125,1046.0,142.1333465576172,112.82962799072266,476.0
WIN_20250602_11_05_32_Pro_aug_10.jpg,154.40721130371094,129.83799743652344,521.0,135.6962127685547,124.06253814697266,499.0,138.06683349609375,186.97909545898438,760.0,134.2705841064453,68.15409088134766,267.0,138.4654083251953,255.8660430908203,1046.0,153.39605712890625,118.9749526977539,476.0
WIN_20250602_11_05_32_Pro_aug_11.jpg,133.77516174316406,113.95692443847656,521.0,115.80667877197266,109.68352508544922,499.0,118.08900451660156,169.53765869140625,760.0,114.43247985839844,56.4514274597168,267.0,118.47815704345703,235.21664428710938,1046.0,132.80316162109375,103.66236877441406,476.0
WIN_20250602_11_05_32_Pro_aug_12.jpg,144.0,119.0,521.0,126.0,114.0,499.0,129.0,177.0,760.0,123.0,59.0,267.0,131.0,246.0,1046.0,143.0,109.0,476.0
WIN_20250602_11_05_32_Pro_aug_13.jpg,142.0,124.0,521.0,122.0,119.0,499.0,125.0,181.0,760.0,119.0,63.0,267.0,128.0,246.0,1046.0,141.0,114.0,476.0
WIN_20250602_11_05_32_Pro_aug_14.jpg,138.99658203125,126.77226257324219,521.0,120.76482391357422,120.36395263671875,499.0,123.09789276123047,180.4861602783203,760.0,119.35506439208984,66.97134399414062,267.0,123.51187896728516,246.20794677734375,1046.0,138.00741577148438,116.36273193359375,476.0
WIN_20250602_11_05_32_Pro_aug_15.jpg,133.0,113.0,521.0,115.0,108.0,499.0,117.0,164.0,760.0,113.0,56.0,267.0,118.0,237.0,1046.0,132.0,103.0,476.0
WIN_20250602_11_05_32_Pro_aug_16.jpg,136.1305694580078,120.99812316894531,521.0,117.75169372558594,116.01025390625,499.0,120.0387191772461,180.0625,760.0,116.38842010498047,59.05978775024414,267.0,120.38431549072266,250.29885864257812,1046.0,135.14442443847656,109.968017578125,476.0
WIN_20250602_11_05_32_Pro_aug_17.jpg,143.33334350585938,123.49629211425781,521.0,124.53334045410156,118.28147888183594,499.0,128.0,180.1481475830078,760.0,122.13333892822266,63.28888702392578,267.0,129.60000610351562,247.94073486328125,1046.0,142.1333465576172,112.82962799072266,476.0
WIN_20250602_11_05_32_Pro_aug_18.jpg,168.75245666503906,124.4919204711914,521.0,145.2888641357422,118.9541015625,499.0,143.19839477539062,186.78997802734375,760.0,146.8302764892578,56.811927795410156,267.0,139.2502899169922,261.0619201660156,1046.0,168.48826599121094,113.24053192138672,476.0
WIN_20250602_11_05_32_Pro_aug_19.jpg,134.0,125.0,521.0,113.0,121.0,499.0,115.0,183.0,760.0,110.0,66.0,267.0,116.0,248.0,1046.0,132.0,111.0,476.0
WIN_20250602_11_13_37_Pro_aug_0.jpg,150.0,139.0,595.0,126.0,126.0,542.0,130.0,197.0,836.0,127.0,54.0,230.0,133.0,251.0,1068.0,146.0,124.0,529.0
WIN_20250602_11_13_37_Pro_aug_1.jpg,158.15167236328125,142.6300811767578,595.0,134.58804321289062,129.4702606201172,542.0,136.17794799804688,198.7509002685547,836.0,134.75076293945312,56.001220703125,230.0,138.02259826660156,253.4383544921875,1068.0,155.76490783691406,127.01882934570312,529.0
WIN_20250602_11_13_37_Pro_aug_2.jpg,149.0,140.0,595.0,130.0,128.0,542.0,128.0,197.0,836.0,129.0,54.0,230.0,134.0,251.0,1068.0,150.0,124.0,529.0
WIN_20250602_11_13_37_Pro_aug_3.jpg,149.0,139.0,595.0,127.0,125.0,542.0,127.0,197.0,836.0,126.0,47.0,230.0,129.0,253.0,1068.0,146.0,120.0,529.0
WIN_20250602_11_13_37_Pro_aug_4.jpg,150.2666778564453,141.0370330810547,595.0,127.60000610351562,128.4740753173828,542.0,130.2666778564453,198.1629638671875,836.0,126.53334045410156,54.518516540527344,230.0,132.93333435058594,253.15554809570312,1068.0,147.73333740234375,125.39259338378906,529.0
WIN_20250602_11_13_37_Pro_aug_5.jpg,150.2666778564453,141.0370330810547,595.0,127.60000610351562,128.4740753173828,542.0,130.2666778564453,198.1629638671875,836.0,126.53334045410156,54.518516540527344,230.0,132.93333435058594,253.15554809570312,1068.0,147.73333740234375,125.39259338378906,529.0
WIN_20250602_11_13_37_Pro_aug_6.jpg,151.0,140.0,595.0,127.0,126.0,542.0,130.0,196.0,836.0,127.0,55.0,230.0,132.0,250.0,1068.0,148.0,123.0,529.0
WIN_20250602_11_13_37_Pro_aug_7.jpg,147.4672393798828,164.91351318359375,595.0,122.40196990966797,149.05003356933594,542.0,123.98069763183594,228.7322998046875,836.0,122.67671203613281,63.909584045410156,230.0,125.8386459350586,291.2688293457031,1068.0,144.9510040283203,146.71240234375,529.0
WIN_20250602_11_13_37_Pro_aug_8.jpg,153.43701171875,154.81698608398438,595.0,129.48829650878906,141.53765869140625,542.0,129.50074768066406,222.44143676757812,836.0,131.36578369140625,56.593345642089844,230.0,130.1235809326172,286.9111328125,1068.0,151.31883239746094,136.86178588867188,529.0
WIN_20250602_11_13_37_Pro_aug_9.jpg,150.2666778564453,141.0370330810547,595.0,127.60000610351562,128.4740753173828,542.0,130.2666778564453,198.1629638671875,836.0,126.53334045410156,54.518516540527344,230.0,132.93333435058594,253.15554809570312,1068.0,147.73333740234375,125.39259338378906,529.0
WIN_20250602_11_13_37_Pro_aug_10.jpg,150.2666778564453,141.0370330810547,595.0,127.60000610351562,128.4740753173828,542.0,130.2666778564453,198.1629638671875,836.0,126.53334045410156,54.518516540527344,230.0,132.93333435058594,253.15554809570312,1068.0,147.73333740234375,125.39259338378906,529.0
WIN_20250602_11_13_37_Pro_aug_11.jpg,144.9335174560547,138.943115234375,595.0,123.57846069335938,128.44886779785156,542.0,124.92105865478516,196.69964599609375,836.0,123.83167266845703,55.875633239746094,230.0,126.51566314697266,250.51153564453125,1068.0,142.7909698486328,123.77928924560547,529.0
WIN_20250602_11_13_37_Pro_aug_12.jpg,149.36257934570312,130.8193817138672,595.0,126.58394622802734,117.50770568847656,542.0,128.0338592529297,189.53656005859375,836.0,126.83486938476562,41.09489822387695,230.0,129.74874877929688,246.3839111328125,1068.0,147.07351684570312,114.62112426757812,529.0
WIN_20250602_11_13_37_Pro_aug_13.jpg,143.98770141601562,132.12876892089844,595.0,120.58651733398438,119.51339721679688,542.0,122.09831237792969,192.11143493652344,836.0,120.82037353515625,42.433082580566406,230.0,123.87753295898438,249.3876953125,1068.0,141.63140869140625,115.87242126464844,529.0
WIN_20250602_11_13_37_Pro_aug_14.jpg,156.06094360351562,149.3372344970703,595.0,132.01968383789062,135.6103973388672,542.0,134.1656951904297,210.84091186523438,836.0,131.61581420898438,55.271175384521484,230.0,136.44650268554688,269.8772277832031,1068.0,153.5316619873047,132.40029907226562,529.0
WIN_20250602_11_13_37_Pro_aug_15.jpg,152.38926696777344,151.24795532226562,595.0,130.57969665527344,139.4988555908203,542.0,131.91812133789062,211.19920349121094,836.0,130.87350463867188,63.315181732177734,230.0,133.52098083496094,267.749267578125,1068.0,150.2079620361328,135.2545623779297,529.0
WIN_20250602_11_13_37_Pro_aug_16.jpg,163.09048461914062,139.2041015625,595.0,139.58705139160156,127.5052719116211,542.0,141.11618041992188,199.69192504882812,836.0,139.81039428710938,50.79457092285156,230.0,142.91156005859375,256.6222229003906,1068.0,160.72166442871094,123.11356353759766,529.0
WIN_20250602_11_13_37_Pro_aug_17.jpg,150.2666778564453,141.0370330810547,595.0,127.60000610351562,128.4740753173828,542.0,130.2666778564453,198.1629638671875,836.0,126.53334045410156,54.518516540527344,230.0,132.93333435058594,253.15554809570312,1068.0,147.73333740234375,125.39259338378906,529.0
WIN_20250602_11_13_37_Pro_aug_18.jpg,150.2666778564453,141.0370330810547,595.0,127.60000610351562,128.4740753173828,542.0,130.2666778564453,198.1629638671875,836.0,126.53334045410156,54.518516540527344,230.0,132.93333435058594,253.15554809570312,1068.0,147.73333740234375,125.39259338378906,529.0
WIN_20250602_11_13_37_Pro_aug_19.jpg,155.7145233154297,161.7781982421875,595.0,132.62464904785156,144.1966094970703,542.0,131.78927612304688,229.7696990966797,836.0,133.5733184814453,53.49598693847656,230.0,133.68446350097656,293.5119934082031,1068.0,153.95809936523438,141.23638916015625,529.0
WIN_20250602_11_14_18_Pro_aug_0.jpg,145.86666870117188,141.0370330810547,595.0,125.33334350585938,135.8222198486328,573.0,125.33334350585938,198.1629638671875,836.0,122.13333892822266,66.60740661621094,281.0,131.73333740234375,254.81480407714844,1075.0,142.40000915527344,128.4740753173828,542.0
WIN_20250602_11_14_18_Pro_aug_1.jpg,156.0,125.0,595.0,137.0,122.0,573.0,136.0,186.0,836.0,134.0,55.0,281.0,141.0,241.0,1075.0,153.0,112.0,542.0
WIN_20250602_11_14_18_Pro_aug_2.jpg,155.6175537109375,149.576171875,595.0,133.24020385742188,144.89413452148438,573.0,134.84097290039062,208.06076049804688,836.0,127.9528579711914,74.16487884521484,281.0,143.16600036621094,264.71484375,1075.0,151.56105041503906,136.9105987548828,542.0
WIN_20250602_11_14_18_Pro_aug_3.jpg,148.0,139.0,595.0,128.0,135.0,573.0,128.0,197.0,836.0,126.0,66.0,281.0,135.0,253.0,1075.0,145.0,127.0,542.0
WIN_20250602_11_14_18_Pro_aug_4.jpg,145.86666870117188,141.0370330810547,595.0,125.33334350585938,135.8222198486328,573.0,125.33334350585938,198.1629638671875,836.0,122.13333892822266,66.60740661621094,281.0,131.73333740234375,254.81480407714844,1075.0,142.40000915527344,128.4740753173828,542.0
WIN_20250602_11_14_18_Pro_aug_5.jpg,152.3011474609375,141.8294219970703,595.0,130.97621154785156,136.7036590576172,573.0,131.4102325439453,201.001220703125,836.0,127.18487548828125,65.81671142578125,281.0,138.4908447265625,259.6470642089844,1075.0,148.61439514160156,128.9772491455078,542.0
WIN_20250602_11_14_18_Pro_aug_6.jpg,151.01783752441406,142.06924438476562,595.0,129.1169891357422,136.63636779785156,573.0,129.20545959472656,201.026123046875,836.0,125.61125946044922,65.08927154541016,281.0,136.0963592529297,259.56182861328125,1075.0,147.3003692626953,129.0619659423828,542.0
WIN_20250602_11_14_18_Pro_aug_7.jpg,159.2368927001953,134.60009765625,595.0,136.7510986328125,131.30477905273438,573.0,134.3270263671875,194.4789276123047,836.0,135.96095275878906,58.72100830078125,281.0,138.6884002685547,250.9152374267578,1075.0,156.17649841308594,121.58452606201172,542.0
WIN_20250602_11_14_18_Pro_aug_8.jpg,145.1058807373047,137.34812927246094,595.0,125.25812530517578,133.55291748046875,573.0,124.22136688232422,192.9490203857422,836.0,123.30253601074219,67.79029846191406,281.0,129.4925537109375,246.55923461914062,1075.0,141.94924926757812,125.5766830444336,542.0
WIN_20250602_11_14_18_Pro_aug_9.jpg,150.1163787841797,143.3971710205078,595.0,127.9649429321289,138.04188537597656,573.0,126.71041107177734,203.19619750976562,836.0,125.89471435546875,64.24034881591797,281.0,132.37957763671875,261.41943359375,1075.0,146.637939453125,130.10409545898438,542.0
WIN_20250602_11_14_18_Pro_aug_10.jpg,145.86666870117188,141.0370330810547,595.0,125.33334350585938,135.8222198486328,573.0,125.33334350585938,198.1629638671875,836.0,122.13333892822266,66.60740661621094,281.0,131.73333740234375,254.81480407714844,1075.0,142.40000915527344,128.4740753173828,542.0
WIN_20250602_11_14_18_Pro_aug_11.jpg,145.86666870117188,141.0370330810547,595.0,125.33334350585938,135.8222198486328,573.0,125.33334350585938,198.1629638671875,836.0,122.13333892822266,66.60740661621094,281.0,131.73333740234375,254.81480407714844,1075.0,142.40000915527344,128.4740753173828,542.0
WIN_20250602_11_14_18_Pro_aug_12.jpg,144.9343719482422,145.20640563964844,595.0,124.15135955810547,139.85162353515625,573.0,123.05778503417969,202.5027313232422,836.0,122.11235046386719,70.27445220947266,281.0,128.5703125,259.47210693359375,1075.0,141.63047790527344,132.5616455078125,542.0
WIN_20250602_11_14_18_Pro_aug_13.jpg,146.35499572753906,135.07240295410156,595.0,126.21353912353516,130.22056579589844,573.0,125.08122253417969,195.0910186767578,836.0,124.3170166015625,58.28664779663086,281.0,130.35960388183594,253.86260986328125,1075.0,143.16668701171875,122.0966796875,542.0
WIN_20250602_11_14_18_Pro_aug_14.jpg,152.08477783203125,152.38644409179688,595.0,132.25155639648438,145.7133331298828,573.0,131.1578826904297,208.3701171875,836.0,130.36068725585938,75.92446899414062,281.0,136.37429809570312,265.7554626464844,1075.0,148.94126892089844,139.51806640625,542.0
WIN_20250602_11_14_18_Pro_aug_15.jpg,141.0,141.0,595.0,120.0,137.0,573.0,120.0,197.0,836.0,117.0,70.0,281.0,127.0,253.0,1075.0,137.0,129.0,542.0
WIN_20250602_11_14_18_Pro_aug_16.jpg,139.0,152.0,595.0,120.0,146.0,573.0,118.0,208.0,836.0,115.0,76.0,281.0,137.0,139.0,1075.0,,,
WIN_20250602_11_14_18_Pro_aug_17.jpg,145.86666870117188,141.0370330810547,595.0,125.33334350585938,135.8222198486328,573.0,125.33334350585938,198.1629638671875,836.0,122.13333892822266,66.60740661621094,281.0,131.73333740234375,254.81480407714844,1075.0,142.40000915527344,128.4740753173828,542.0
WIN_20250602_11_14_18_Pro_aug_18.jpg,154.6005096435547,153.89529418945312,595.0,134.18655395507812,146.89137268066406,573.0,133.06675720214844,211.0445098876953,836.0,132.2338409423828,75.40914916992188,281.0,138.44114685058594,269.85369873046875,1075.0,151.36386108398438,140.69064331054688,542.0
WIN_20250602_11_14_18_Pro_aug_19.jpg,145.86666870117188,141.0370330810547,595.0,125.33334350585938,135.8222198486328,573.0,125.33334350585938,198.1629638671875,836.0,122.13333892822266,66.60740661621094,281.0,131.73333740234375,254.81480407714844,1075.0,142.40000915527344,128.4740753173828,542.0
WIN_20250602_11_16_12_Pro_aug_0.jpg,168.09864807128906,155.60879516601562,601.0,141.0233917236328,155.940185546875,598.0,143.91513061523438,215.38418579101562,822.0,141.6829071044922,75.12096405029297,294.0,151.42535400390625,279.336181640625,1064.0,162.23196411132812,140.47927856445312,543.0
WIN_20250602_11_16_12_Pro_aug_1.jpg,149.4754180908203,147.1222381591797,601.0,125.81913757324219,147.1349639892578,598.0,128.59532165527344,201.27403259277344,822.0,126.04061889648438,73.53592681884766,294.0,135.4175262451172,259.6441345214844,1064.0,144.26881408691406,133.24427795410156,543.0
WIN_20250602_11_16_12_Pro_aug_2.jpg,148.8000030517578,142.45925903320312,601.0,125.0666732788086,141.74813842773438,598.0,128.8000030517578,194.8444366455078,822.0,124.00000762939453,69.68888854980469,294.0,136.6666717529297,252.2073974609375,1064.0,143.33334350585938,128.7111053466797,543.0
WIN_20250602_11_16_12_Pro_aug_3.jpg,158.0,139.0,601.0,134.0,135.0,598.0,137.0,195.0,822.0,132.0,68.0,294.0,142.0,248.0,1064.0,154.0,124.0,543.0
WIN_20250602_11_16_12_Pro_aug_4.jpg,151.0,138.0,601.0,128.0,138.0,598.0,132.0,193.0,822.0,127.0,65.0,294.0,140.0,250.0,1064.0,146.0,125.0,543.0
WIN_20250602_11_16_12_Pro_aug_5.jpg,155.81495666503906,144.05816650390625,601.0,131.78118896484375,141.86630249023438,598.0,134.61949157714844,196.19442749023438,822.0,131.98196411132812,68.38261413574219,294.0,141.5697784423828,255.12518310546875,1064.0,150.5206756591797,129.7128448486328,543.0
WIN_20250602_11_16_12_Pro_aug_6.jpg,161.30055236816406,144.48202514648438,601.0,136.7379913330078,142.22889709472656,598.0,139.7002410888672,194.23159790039062,822.0,136.85960388183594,71.91671752929688,294.0,146.8697509765625,250.6650390625,1064.0,155.8740234375,130.7212677001953,543.0
WIN_20250602_11_16_12_Pro_aug_7.jpg,140.76907348632812,170.46775817871094,601.0,116.99552154541016,171.28526306152344,598.0,122.06917572021484,237.43511962890625,822.0,113.17755126953125,68.66651916503906,294.0,134.66702270507812,151.91384887695312,1064.0,,,
WIN_20250602_11_16_12_Pro_aug_8.jpg,148.23606872558594,140.49746704101562,601.0,124.85089111328125,138.72549438476562,598.0,127.59904479980469,192.30734252929688,822.0,125.0646743774414,66.18535614013672,294.0,134.34715270996094,250.36553955078125,1064.0,143.088134765625,126.42324829101562,543.0
WIN_20250602_11_16_12_Pro_aug_9.jpg,143.96542358398438,160.88040161132812,601.0,121.36566162109375,160.05178833007812,598.0,128.0173797607422,213.54815673828125,822.0,116.83932495117188,83.30218505859375,294.0,139.09689331054688,147.37481689453125,1064.0,,,
WIN_20250602_11_16_12_Pro_aug_10.jpg,149.0,140.0,601.0,124.0,140.0,598.0,128.0,194.0,822.0,123.0,68.0,294.0,135.0,252.0,1064.0,142.0,128.0,543.0
WIN_20250602_11_16_12_Pro_aug_11.jpg,147.8801727294922,136.49412536621094,601.0,123.78675079345703,136.41351318359375,598.0,126.67766571044922,187.93341064453125,822.0,123.92609405517578,66.3907241821289,294.0,133.6943359375,243.4946746826172,1064.0,142.5610809326172,123.26992797851562,543.0
WIN_20250602_11_16_12_Pro_aug_12.jpg,146.94383239746094,142.478515625,601.0,119.93746948242188,144.6185760498047,598.0,124.85260772705078,203.5105743408203,822.0,117.9377670288086,67.16121673583984,294.0,134.8516387939453,269.0442199707031,1064.0,140.44998168945312,128.02346801757812,543.0
WIN_20250602_11_16_12_Pro_aug_13.jpg,165.0,128.0,601.0,141.0,128.0,598.0,144.0,182.0,822.0,141.0,58.0,294.0,151.0,236.0,1064.0,160.0,115.0,543.0
WIN_20250602_11_16_12_Pro_aug_14.jpg,147.0,143.0,601.0,124.0,143.0,598.0,130.0,195.0,822.0,124.0,69.0,294.0,136.0,251.0,1064.0,143.0,126.0,543.0
WIN_20250602_11_16_12_Pro_aug_15.jpg,148.8000030517578,142.45925903320312,601.0,125.0666732788086,141.74813842773438,598.0,128.8000030517578,194.8444366455078,822.0,124.00000762939453,69.68888854980469,294.0,136.6666717529297,252.2073974609375,1064.0,143.33334350585938,128.7111053466797,543.0
WIN_20250602_11_16_12_Pro_aug_16.jpg,154.0,137.0,601.0,132.0,137.0,598.0,134.0,192.0,822.0,130.0,61.0,294.0,142.0,245.0,1064.0,147.0,122.0,543.0
WIN_20250602_11_16_12_Pro_aug_17.jpg,148.8000030517578,142.45925903320312,601.0,125.0666732788086,141.74813842773438,598.0,128.8000030517578,194.8444366455078,822.0,124.00000762939453,69.68888854980469,294.0,136.6666717529297,252.2073974609375,1064.0,143.33334350585938,128.7111053466797,543.0
WIN_20250602_11_16_12_Pro_aug_18.jpg,150.0,141.0,601.0,127.0,141.0,598.0,131.0,195.0,822.0,126.0,67.0,294.0,139.0,250.0,1064.0,145.0,128.0,543.0
WIN_20250602_11_16_12_Pro_aug_19.jpg,148.8000030517578,142.45925903320312,601.0,125.0666732788086,141.74813842773438,598.0,128.8000030517578,194.8444366455078,822.0,124.00000762939453,69.68888854980469,294.0,136.6666717529297,252.2073974609375,1064.0,143.33334350585938,128.7111053466797,543.0
WIN_20250602_11_16_59_Pro_aug_0.jpg,149.0,130.0,577.0,131.0,134.0,593.0,133.0,187.0,810.0,127.0,62.0,283.0,134.0,248.0,1054.0,146.0,119.0,528.0
WIN_20250602_11_16_59_Pro_aug_1.jpg,144.0,136.77037048339844,577.0,124.53334045410156,140.56295776367188,593.0,128.2666778564453,192.0,810.0,122.00000762939453,67.08148193359375,283.0,129.4666748046875,249.8370361328125,1054.0,140.6666717529297,125.15555572509766,528.0
WIN_20250602_11_16_59_Pro_aug_2.jpg,149.0,130.0,577.0,132.0,133.0,593.0,132.0,182.0,810.0,126.0,62.0,283.0,133.0,246.0,1054.0,144.0,118.0,528.0
WIN_20250602_11_16_59_Pro_aug_3.jpg,149.47119140625,173.8666229248047,577.0,128.8143768310547,180.6814422607422,593.0,133.34605407714844,254.84628295898438,810.0,128.556396484375,83.75993347167969,283.0,146.1818084716797,160.47727966308594,1054.0,,,
WIN_20250602_11_16_59_Pro_aug_4.jpg,146.0,129.0,577.0,126.0,133.0,593.0,129.0,184.0,810.0,123.0,62.0,283.0,131.0,247.0,1054.0,143.0,118.0,528.0
WIN_20250602_11_16_59_Pro_aug_5.jpg,144.0,136.77037048339844,577.0,124.53334045410156,140.56295776367188,593.0,128.2666778564453,192.0,810.0,122.00000762939453,67.08148193359375,283.0,129.4666748046875,249.8370361328125,1054.0,140.6666717529297,125.15555572509766,528.0
WIN_20250602_11_16_59_Pro_aug_6.jpg,144.0,136.77037048339844,577.0,124.53334045410156,140.56295776367188,593.0,128.2666778564453,192.0,810.0,122.00000762939453,67.08148193359375,283.0,129.4666748046875,249.8370361328125,1054.0,140.6666717529297,125.15555572509766,528.0
WIN_20250602_11_16_59_Pro_aug_7.jpg,155.29148864746094,148.89837646484375,577.0,136.39613342285156,151.78904724121094,593.0,139.08285522460938,204.91802978515625,810.0,135.2659912109375,76.0361557006836,283.0,139.20448303222656,264.5015869140625,1054.0,152.27627563476562,136.77198791503906,528.0
WIN_20250602_11_16_59_Pro_aug_8.jpg,136.0,134.0,577.0,116.0,138.0,593.0,119.0,191.0,810.0,112.0,63.0,283.0,120.0,248.0,1054.0,133.0,121.0,528.0
WIN_20250602_11_16_59_Pro_aug_9.jpg,144.0,136.77037048339844,577.0,124.53334045410156,140.56295776367188,593.0,128.2666778564453,192.0,810.0,122.00000762939453,67.08148193359375,283.0,129.4666748046875,249.8370361328125,1054.0,140.6666717529297,125.15555572509766,528.0
